13.008838	1.107088	17.880690
12.583680	3.458573	18.440531
14.227704	4.296678	19.830113
13.797248	3.805845	20.328686
14.933966	6.580197	21.343410
17.060072	5.128112	21.381021
15.132101	3.361076	20.193411
15.379904	6.069743	22.401993
16.752416	5.021692	21.567841
16.590766	7.180060	22.044294
19.047323	4.307883	21.157475
18.719479	2.500588	21.742164
17.872461	5.028217	21.536170
18.585233	4.443448	22.554608
18.615222	3.977706	21.365242
20.167785	3.571825	21.416945
21.386093	1.691698	22.867846
20.312560	1.930995	23.224241
21.022379	1.247223	23.445219
23.489851	-1.405691	23.280015
22.021026	-1.084944	23.219492
21.123070	-1.858979	23.037966
22.112582	-2.027610	23.563542
22.150594	-2.747524	22.602707
21.923736	-3.809517	22.326257
22.644324	-3.617523	21.780281
23.322226	-4.591945	21.496734
21.659424	-4.001272	22.175585
23.410074	-4.991352	21.408066
21.813510	-4.631624	20.036510
20.177908	-5.391139	19.725842
22.466629	-7.302422	18.849905
22.136703	-6.945547	19.883266
21.560564	-3.367403	19.931520
23.031820	-4.242028	20.157437
20.775282	-4.456755	19.766744
20.345328	-3.573869	17.570591
22.389029	-4.245487	17.961439
22.872676	-2.804518	17.906501
19.780327	-2.099678	17.053686
21.335587	-1.467895	16.753806
20.271099	-0.815940	17.881711
20.970611	-1.200383	16.464229
19.674074	-0.122437	16.898753
19.448020	2.811286	16.975807
19.203919	3.549485	15.493466
20.323520	3.147671	14.764438
18.528179	2.344074	12.792448
19.302247	2.297942	13.527435
18.705848	3.367105	11.224277
18.303420	3.002645	14.147297
18.530620	3.902216	11.302684
17.277229	2.373853	12.300024
16.841769	5.031306	10.121601
18.463783	6.332032	9.317689
14.968825	4.999516	9.426142
13.421515	6.641150	8.074607
14.728626	5.521654	8.084309
12.327829	4.517375	6.828973
14.206324	4.875248	6.878891
12.067136	2.682521	6.889880
11.184608	3.929132	6.337874
10.947682	2.881649	4.333822
11.229876	4.386357	4.171215
11.341242	1.098492	2.701853
9.114638	1.079222	3.546672
10.508845	-0.121315	3.563313
8.109063	-0.622385	2.629163
7.200053	0.265531	1.241677
7.137216	-1.648610	-1.156951
5.659912	-3.519238	1.011293
6.810611	-2.216771	0.207713
4.800240	-3.087740	-1.055088
6.178759	-3.479084	-0.562920
5.286372	-4.826946	-2.856450
2.777713	-4.523162	-4.853027
2.127831	-3.247103	-4.667298
1.594151	-5.874369	-3.849098
1.043509	-5.350644	-5.452580
0.800277	-5.624161	-7.554145
1.701076	-4.307114	-7.826693
-0.245253	-3.009984	-8.189615
-2.441387	-2.824505	-6.722549
-1.934695	-4.339306	-9.570244
-4.154752	-3.364437	-9.282485
-5.628115	-2.943937	-10.603382
-3.333195	-3.444247	-10.089624
-7.249898	-1.510143	-10.285558
-5.775684	-0.667844	-10.623371
-5.034158	-1.264974	-12.651803
-5.731113	0.280207	-12.783072
-7.783910	0.742946	-11.561168
-8.381407	2.318706	-14.466673
-7.873585	3.866115	-15.696957
-9.251370	2.573203	-13.732886
-9.873222	3.578040	-16.768851
-9.681398	2.543906	-16.105916
-12.365106	2.556923	-15.566185
-14.031843	5.542599	-16.499666
-14.484757	4.291727	-17.718076
-14.664543	5.367206	-16.684710
-11.673131	4.604284	-18.443255
-14.075578	7.056749	-15.792399
-14.531641	5.682002	-18.524346
-15.321664	4.322394	-18.691233
-15.717192	3.959514	-18.987387
-16.780551	5.055040	-20.440025
-17.339030	5.084965	-18.622281
-18.079245	3.865198	-20.191716
-16.738435	0.763778	-21.694773
-19.049901	3.772477	-21.049309
-18.094284	2.110132	-21.935756
-19.276380	2.160976	-20.717892
-16.905912	1.955052	-21.757099
-17.607039	0.940878	-21.940881
-20.507926	-0.287626	-23.581631
-19.862785	-2.346393	-22.354828
-21.705616	-2.409587	-20.939815
-19.420554	-1.713190	-21.760666
-19.013369	-3.253246	-21.953781
-21.407850	-4.023697	-22.084624
-20.369635	-3.936571	-22.814286
-21.071152	-4.983653	-22.511883
-21.500534	-4.995697	-22.196795
-21.421387	-5.478489	-22.070428
-21.675810	-5.007756	-23.143470
-21.540755	-6.003200	-22.306020
-21.815670	-6.677080	-22.836383
-22.637164	-5.176043	-22.698659
-20.432618	-5.503627	-22.308478
-22.711340	-6.089885	-22.794326
-22.786705	-5.355822	-20.354131
-22.250699	-4.781727	-21.829434
-21.927960	-3.911421	-21.605471
-21.883718	-3.863614	-19.701596
-22.451933	-3.257283	-21.194187
-22.664652	1.117406	-20.384724
-22.295265	-1.857745	-20.763153
-21.416495	0.207350	-19.257312
-22.639540	-0.473010	-19.903104
-21.032450	1.112660	-19.180376
-20.842850	2.193408	-18.456924
-19.168425	3.331785	-19.003767
-22.326826	3.876064	-18.279736
-19.239110	4.865293	-17.923042
-18.588788	4.346855	-17.385955
-18.441957	5.462278	-16.421974
-18.836510	5.122619	-16.053419
-18.822920	6.488365	-16.191940
-16.347785	5.225782	-16.189463
-18.298022	5.243683	-13.727745
-17.567955	5.090619	-14.613465
-18.680903	5.732053	-13.406490
-18.502996	3.254386	-12.905482
-15.974266	4.623311	-13.517613
-16.449822	3.232615	-12.614072
-14.829641	4.151443	-10.842483
-14.515602	1.482904	-11.640448
-15.221551	1.856386	-9.366891
-11.809486	2.197689	-11.390062
-13.945044	1.812297	-10.609104
-13.090183	2.360203	-8.791054
-11.610054	-1.006430	-7.930517
-10.256717	-1.049100	-7.059430
-11.471319	-1.615763	-8.069958
-10.393680	-2.024794	-6.463484
-9.594504	-2.328604	-3.648839
-8.602127	-2.847837	-4.430428
-8.788874	-5.007199	-3.302555
-7.299762	-4.155436	-5.069583
-5.146270	-5.249536	-3.679462
-4.670973	-5.246160	-3.474096
-3.777814	-4.654858	-1.848745
-4.726589	-5.145551	-1.167914
-4.247153	-6.547085	-0.930086
-3.863593	-6.698248	0.657361
-2.574109	-4.131659	0.731408
-2.743471	-4.515055	1.191837
-0.461628	-2.913657	3.140106
-0.756010	-3.794041	3.710604
-0.493992	-4.856204	3.360373
-1.728285	-3.543329	3.365159
0.966214	-3.455557	5.586853
1.344889	-1.408644	7.879605
2.662901	-0.300871	8.356035
3.083532	-0.621271	6.662169
3.469410	-0.113105	9.764855
5.477622	1.541128	8.761675
5.231425	1.721848	11.800807
6.203269	2.845313	10.432308
7.327832	3.460902	10.203138
7.709987	3.302455	12.444212
7.237230	5.353454	10.509651
9.998913	3.625558	12.387806
10.427615	4.303723	12.918834
8.727140	4.480821	13.798919
10.585588	4.842718	13.935121
11.338671	4.999869	12.161836
12.607784	5.163234	14.966624
11.150072	5.371228	14.662055
13.887672	6.083773	18.127029
13.142619	5.764817	16.619554
13.375832	4.952821	15.591852
14.908180	3.691579	17.530417
13.906974	2.410371	18.982002
17.250521	2.725951	18.338102
13.540073	3.613944	18.498029
17.430911	2.558367	20.051920
15.926407	2.958979	18.810379
18.091342	0.909792	19.057794
17.155849	-1.176430	20.611597
19.053475	0.429609	19.348234
17.612300	-1.497796	20.583860
19.699663	-2.979260	20.769256
20.035063	-2.102931	20.192421
20.823952	-3.450203	21.646652
18.176836	-4.696917	19.961198
19.474484	-4.462606	21.380059
19.850128	-4.604035	21.517199
20.926822	-5.096764	23.287083
20.409106	-4.248673	21.838643
20.884467	-5.646044	22.678073
21.800010	-5.258594	22.724908
22.288831	-5.030661	22.039420
19.348777	-5.540761	23.178647
23.186071	-3.295756	22.619926
21.253687	-3.982751	23.890568
21.045265	-3.316915	23.272963
22.506337	-1.977170	22.618176
23.451269	-2.265801	20.709606
23.776689	-2.085081	21.782182
22.924623	-2.854418	21.394474
22.189219	-0.699792	21.102406
21.495786	-1.277606	21.740864
20.945621	0.753917	20.107116
22.255170	1.245881	22.212162
23.188287	2.459089	23.029441
22.314259	0.827623	20.453542
21.037171	3.420691	20.932716
22.558984	4.876960	23.180895
20.654033	4.114545	21.295609
21.778825	3.264600	20.791608
22.588608	5.474508	21.674417
22.391823	4.700782	17.827208
20.195996	4.334866	19.514916
20.414665	1.808510	15.802202
19.614438	6.501319	17.854522
19.877120	4.189001	18.028277
19.051136	4.603544	16.047979
17.109586	3.382228	14.638157
18.981323	5.455005	15.098273
17.848936	3.555319	16.522386
16.170372	4.222144	15.536470
16.199822	1.106725	16.581579
16.235769	2.834605	15.405832
15.979677	1.049955	12.765251
16.531820	1.652231	13.496136
15.180082	-0.917612	11.276734
15.648372	-1.626214	12.187228
14.060062	-3.740583	12.649788
12.983962	0.009054	11.022827
13.634680	-3.472362	10.180469
15.011437	-3.285522	10.589461
9.489074	-2.315349	9.931068
9.193171	-1.830974	10.702455
11.086973	-6.152109	7.929486
11.173689	-5.760820	8.334126
9.575830	-4.142788	8.595647
7.844215	-6.811838	5.892571
6.991557	-3.195012	4.675364
6.501257	-6.024617	4.312742
5.102847	-3.799790	3.885623
