2.622	2.671	2.446
2.607	2.661	2.441
2.598	2.646	2.432
2.583	2.637	2.427
2.578	2.622	2.422
2.563	2.612	2.417
2.554	2.598	2.407
2.534	2.588	2.402
2.524	2.573	2.397
2.51	2.563	2.397
2.495	2.549	2.393
2.48	2.539	2.388
2.466	2.524	2.383
2.446	2.515	2.383
2.432	2.5	2.378
2.412	2.49	2.378
2.397	2.476	2.378
2.378	2.466	2.378
2.363	2.451	2.373
2.339	2.437	2.373
2.324	2.427	2.373
2.305	2.417	2.368
2.285	2.402	2.368
2.266	2.393	2.368
2.251	2.383	2.368
2.231	2.373	2.368
2.217	2.363	2.368
2.197	2.358	2.368
2.183	2.349	2.363
2.163	2.344	2.363
2.153	2.339	2.363
2.134	2.334	2.363
2.124	2.329	2.363
2.109	2.324	2.363
2.095	2.324	2.363
2.085	2.319	2.363
2.075	2.314	2.363
2.065	2.314	2.363
2.056	2.31	2.363
2.046	2.31	2.363
2.041	2.305	2.358
2.031	2.305	2.363
2.026	2.305	2.358
2.021	2.305	2.363
2.017	2.3	2.358
2.012	2.3	2.363
2.012	2.3	2.358
2.002	2.3	2.358
2.002	2.295	2.358
1.997	2.295	2.363
1.997	2.295	2.358
1.992	2.295	2.363
1.992	2.295	2.363
1.987	2.295	2.363
1.992	2.295	2.363
1.987	2.295	2.368
1.987	2.295	2.368
1.982	2.3	2.373
1.982	2.3	2.373
1.978	2.3	2.378
1.982	2.3	2.383
1.978	2.305	2.383
1.982	2.31	2.388
1.978	2.31	2.397
1.978	2.314	2.397
1.978	2.319	2.407
1.978	2.324	2.412
1.973	2.329	2.422
1.978	2.334	2.432
1.973	2.344	2.441
1.978	2.349	2.451
1.973	2.363	2.461
1.978	2.368	2.471
1.978	2.378	2.485
1.978	2.388	2.495
1.978	2.402	2.51
1.982	2.412	2.524
1.982	2.427	2.539
1.987	2.437	2.554
1.987	2.451	2.573
1.992	2.461	2.588
1.997	2.476	2.607
2.002	2.49	2.622
2.007	2.51	2.642
2.012	2.52	2.656
2.017	2.534	2.676
2.026	2.549	2.69
2.031	2.563	2.705
2.041	2.578	2.72
2.046	2.593	2.734
2.056	2.607	2.749
2.065	2.617	2.764
2.075	2.632	2.773
2.085	2.646	2.788
2.095	2.661	2.798
2.104	2.676	2.808
2.114	2.69	2.822
2.124	2.7	2.832
2.139	2.715	2.842
2.148	2.725	2.852
2.163	2.739	2.861
